        Time / ps                probe_post [pw]/real
----------------------------------------------------------------------
                       0                               0
            0.0021230535                               0
             0.004246107                               0
            0.0063691605                               0
             0.008492214                               0
             0.010615267                               0
             0.012738321                               0
             0.014861374                               0
             0.016984428                               0
             0.019107481                               0
             0.021230535                               0
             0.023353588                               0
             0.025476642                               0
             0.027599695                               0
             0.029722749                               0
             0.031845802                               0
             0.033968856                               0
             0.036091909                               0
             0.038214963                               0
             0.040338016                               0
              0.04246107                               0
             0.044584123                               0
             0.046707177                               0
              0.04883023                               0
             0.050953284                               0
             0.053076337                               0
             0.055199391                               0
             0.057322444                               0
             0.059445498                               0
             0.061568551                               0
             0.063691605                               0
             0.065814658                               0
             0.067937712                               0
             0.070060765                               0
             0.072183819                               0
             0.074306872                               0
             0.076429926                               0
             0.078552979                               0
             0.080676033                               0
             0.082799086                               0
              0.08492214                               0
             0.087045193                               0
             0.089168247                               0
               0.0912913                               0
             0.093414354                               0
             0.095537407                               0
             0.097660461                               0
             0.099783514                               0
              0.10190657                               0
              0.10402962                               0
              0.10615267                               0
              0.10827573                               0
              0.11039878                               0
              0.11252184                               0
              0.11464489                               0
              0.11676794                               0
                0.118891                               0
              0.12101405                               0
               0.1231371                               0
              0.12526016                               0
              0.12738321                               0
              0.12950626                               0
              0.13162932                               0
              0.13375237                               0
              0.13587542                               0
              0.13799848                               0
              0.14012153                               0
              0.14224458                               0
              0.14436764                               0
              0.14649069                               0
              0.14861374                               0
               0.1507368                               0
              0.15285985                               0
              0.15498291                               0
              0.15710596                               0
              0.15922901                               0
              0.16135207                               0
              0.16347512                               0
              0.16559817                               0
              0.16772123                               0
              0.16984428                               0
              0.17196733                               0
              0.17409039                               0
              0.17621344                               0
              0.17833649                               0
              0.18045955                               0
               0.1825826                               0
              0.18470565                               0
              0.18682871                               0
              0.18895176                               0
              0.19107481                               0
              0.19319787                               0
              0.19532092                               0
              0.19744398                               0
              0.19956703                               0
              0.20169008                               0
              0.20381314                               0
              0.20593619                               0
              0.20805924                               0
               0.2101823                               0
              0.21230535                               0
               0.2144284                               0
              0.21655146                               0
              0.21867451                               0
              0.22079756                               0
              0.22292062                               0
              0.22504367                               0
              0.22716672                               0
              0.22928978                               0
              0.23141283                               0
              0.23353588                               0
              0.23565894                               0
              0.23778199                               0
              0.23990505                               0
               0.2420281                               0
              0.24415115                               0
              0.24627421                               0
              0.24839726                               0
              0.25052031                               0
              0.25264337                               0
              0.25476642                               0
              0.25688947                               0
              0.25901253                               0
              0.26113558                               0
              0.26325863                               0
              0.26538169                               0
              0.26750474                               0
              0.26962779                               0
              0.27175085                               0
               0.2738739                               0
              0.27599695                               0
              0.27812001                               0
              0.28024306                               0
              0.28236612                               0
              0.28448917                               0
              0.28661222                               0
              0.28873528                               0
              0.29085833                               0
              0.29298138                               0
              0.29510444                               0
              0.29722749                               0
              0.29935054                               0
               0.3014736                               0
              0.30359665                               0
               0.3057197                               0
              0.30784276                               0
              0.30996581                               0
              0.31208886                               0
              0.31421192                               0
              0.31633497                               0
              0.31845802                               0
              0.32058108                               0
              0.32270413                               0
              0.32482718                               0
              0.32695024                               0
              0.32907329                               0
              0.33119635                               0
               0.3333194                               0
              0.33544245                               0
              0.33756551                               0
              0.33968856                               0
              0.34181161                               0
              0.34393467                               0
              0.34605772                               0
              0.34818077                               0
              0.35030383                               0
              0.35242688                               0
              0.35454993                               0
              0.35667299                               0
              0.35879604                               0
              0.36091909                               0
              0.36304215                               0
               0.3651652                               0
              0.36728825                               0
              0.36941131                               0
              0.37153436                               0
              0.37365742                               0
              0.37578047                               0
              0.37790352                               0
              0.38002658                               0
              0.38214963                               0
              0.38427268                               0
              0.38639574                               0
              0.38851879                               0
              0.39064184                               0
               0.3927649                               0
              0.39488795                               0
                0.397011                               0
              0.39913406                               0
              0.40125711                               0
              0.40338016                               0
              0.40550322                               0
              0.40762627                               0
              0.40974932                               0
              0.41187238                               0
              0.41399543                               0
              0.41611849                               0
              0.41824154                               0
              0.42036459                               0
              0.42248765                               0
               0.4246107                               0
              0.42673375                               0
              0.42885681                               0
              0.43097986                               0
              0.43310291                               0
              0.43522597                               0
              0.43734902                               0
              0.43947207                               0
              0.44159513                               0
              0.44371818                               0
              0.44584123                               0
              0.44796429                               0
              0.45008734                               0
              0.45221039                               0
              0.45433345                               0
               0.4564565                               0
