        Time / ps                probe_post [pw]/real
----------------------------------------------------------------------
                       0                               0
            0.0020283659                               0
            0.0040567318                               0
            0.0060850977                               0
            0.0081134636                               0
              0.01014183                               0
             0.012170195                               0
             0.014198561                               0
             0.016226927                               0
             0.018255293                               0
             0.020283659                               0
             0.022312025                               0
             0.024340391                               0
             0.026368757                               0
             0.028397123                               0
             0.030425489                               0
             0.032453854                               0
              0.03448222                               0
             0.036510586                               0
             0.038538952                               0
             0.040567318                               0
             0.042595684                               0
              0.04462405                               0
             0.046652416                               0
             0.048680782                               0
             0.050709148                               0
             0.052737513                               0
             0.054765879                               0
             0.056794245                               0
             0.058822611                               0
             0.060850977                               0
             0.062879343                               0
             0.064907709                               0
             0.066936075                               0
             0.068964441                               0
             0.070992807                               0
             0.073021172                               0
             0.075049538                               0
             0.077077904                               0
              0.07910627                               0
             0.081134636                               0
             0.083163002                               0
             0.085191368                               0
             0.087219734                               0
               0.0892481                               0
             0.091276466                               0
             0.093304831                               0
             0.095333197                               0
             0.097361563                               0
             0.099389929                               0
               0.1014183                               0
              0.10344666                               0
              0.10547503                               0
              0.10750339                               0
              0.10953176                               0
              0.11156012                               0
              0.11358849                               0
              0.11561686                               0
              0.11764522                               0
              0.11967359                               0
              0.12170195                               0
              0.12373032                               0
              0.12575869                               0
              0.12778705                               0
              0.12981542                               0
              0.13184378                               0
              0.13387215                               0
              0.13590052                               0
              0.13792888                               0
              0.13995725                               0
              0.14198561                               0
              0.14401398                               0
              0.14604234                               0
              0.14807071                               0
              0.15009908                               0
              0.15212744                               0
              0.15415581                               0
              0.15618417                               0
              0.15821254                               0
              0.16024091                               0
              0.16226927                               0
              0.16429764                               0
                0.166326                               0
              0.16835437                               0
              0.17038274                               0
               0.1724111                               0
              0.17443947                               0
              0.17646783                               0
               0.1784962                               0
              0.18052457                               0
              0.18255293                               0
               0.1845813                               0
              0.18660966                               0
              0.18863803                               0
              0.19066639                               0
              0.19269476                               0
              0.19472313                               0
              0.19675149                               0
              0.19877986                               0
              0.20080822                               0
              0.20283659                               0
              0.20486496                               0
              0.20689332                               0
              0.20892169                               0
              0.21095005                               0
              0.21297842                               0
              0.21500679                               0
              0.21703515                               0
              0.21906352                               0
              0.22109188                               0
              0.22312025                               0
              0.22514862                               0
              0.22717698                               0
              0.22920535                               0
              0.23123371                               0
              0.23326208                               0
              0.23529044                               0
              0.23731881                               0
              0.23934718                               0
              0.24137554                               0
              0.24340391                               0
              0.24543227                               0
              0.24746064                               0
              0.24948901                               0
              0.25151737                               0
              0.25354574                               0
               0.2555741                               0
              0.25760247                               0
              0.25963084                               0
               0.2616592                               0
              0.26368757                               0
              0.26571593                               0
               0.2677443                               0
              0.26977266                               0
              0.27180103                               0
               0.2738294                               0
              0.27585776                               0
              0.27788613                               0
              0.27991449                               0
              0.28194286                               0
              0.28397123                               0
              0.28599959                               0
              0.28802796                               0
              0.29005632                               0
              0.29208469                               0
              0.29411306                               0
              0.29614142                               0
              0.29816979                               0
              0.30019815                               0
              0.30222652                               0
              0.30425489                               0
              0.30628325                               0
              0.30831162                               0
              0.31033998                               0
              0.31236835                               0
              0.31439671                               0
              0.31642508                               0
              0.31845345                               0
              0.32048181                               0
              0.32251018                               0
              0.32453854                               0
              0.32656691                               0
              0.32859528                               0
              0.33062364                               0
              0.33265201                               0
              0.33468037                               0
              0.33670874                               0
              0.33873711                               0
              0.34076547                               0
              0.34279384                               0
               0.3448222                               0
              0.34685057                               0
              0.34887894                               0
               0.3509073                               0
              0.35293567                               0
              0.35496403                               0
               0.3569924                               0
              0.35902076                               0
              0.36104913                               0
               0.3630775                               0
              0.36510586                               0
              0.36713423                               0
              0.36916259                               0
              0.37119096                               0
              0.37321933                               0
              0.37524769                               0
              0.37727606                               0
              0.37930442                               0
              0.38133279                               0
              0.38336116                               0
              0.38538952                               0
              0.38741789                               0
              0.38944625                               0
              0.39147462                               0
              0.39350298                               0
              0.39553135                               0
              0.39755972                               0
              0.39958808                               0
              0.40161645                               0
              0.40364481                               0
              0.40567318                               0
              0.40770155                               0
              0.40972991                               0
              0.41175828                               0
              0.41378664                               0
              0.41581501                               0
              0.41784338                               0
              0.41987174                               0
              0.42190011                               0
              0.42392847                               0
              0.42595684                               0
              0.42798521                               0
              0.43001357                               0
              0.43204194                               0
               0.4340703                               0
              0.43609867                               0
